Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Essex County, NJ",34013,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,50,783969,6.4,6.2
,"Essex County, NJ",34013,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,783969,2.8,2.7
,"Gloucester County, NJ",34015,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,74,280015,26.4,26.9
,"Gloucester County, NJ",34015,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45,284086,15.8,16.3
,"Gloucester County, NJ",34015,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,286072,12.6,12.4
,"Gloucester County, NJ",34015,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,287362,10.1,10.1
,"Gloucester County, NJ",34015,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43,288288,14.9,15.9
,"Hudson County, NJ",34017,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,613577,3.3,3.2
,"Hudson County, NJ",34017,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,613577,2.8 (Unreliable),2.7 (Unreliable)
,"Hudson County, NJ",34017,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,613637,3.4,3.2
,"Hudson County, NJ",34017,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,613637,1.6 (Unreliable),1.4 (Unreliable)
,"Hudson County, NJ",34017,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,619533,3.7,3.4
,"Hudson County, NJ",34017,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,619533,2.6 (Unreliable),2.5 (Unreliable)
,"Hudson County, NJ",34017,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,634266,2.5 (Unreliable),2.5 (Unreliable)
,"Hudson County, NJ",34017,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,634266,2.2 (Unreliable),2.2 (Unreliable)
,"Mercer County, NJ",34021,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,363088,3.3 (Unreliable),3.2 (Unreliable)
,"Mercer County, NJ",34021,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,363088,3.6 (Unreliable),3.4 (Unreliable)
,"Mercer County, NJ",34021,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,366513,3.5 (Unreliable),3.4 (Unreliable)
,"Mercer County, NJ",34021,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,366513,4.6 (Unreliable),4.5 (Unreliable)
,"Middlesex County, NJ",34023,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,28,786890,3.6,3.6
,"Middlesex County, NJ",34023,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,786890,1.5 (Unreliable),1.5 (Unreliable)
,"Middlesex County, NJ",34023,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,792137,3.7,3.7
,"Middlesex County, NJ",34023,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,792137,1.4 (Unreliable),1.3 (Unreliable)
,"Middlesex County, NJ",34023,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,799191,2.9,2.8
,"Middlesex County, NJ",34023,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,799191,2.8,2.7
,"Middlesex County, NJ",34023,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24,809858,3,2.9
,"Middlesex County, NJ",34023,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,809858,2.8,2.9
,"Monmouth County, NJ",34025,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,30,626934,4.8,5.2
,"Monmouth County, NJ",34025,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,626934,1.6 (Unreliable),1.7 (Unreliable)
,"Monmouth County, NJ",34025,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,27,626644,4.3,4.8
,"Monmouth County, NJ",34025,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,626644,2.4 (Unreliable),2.6 (Unreliable)
,"Monmouth County, NJ",34025,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,627348,3.2,3.3
,"Monmouth County, NJ",34025,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,627348,2.2 (Unreliable),2.2 (Unreliable)
,"Monmouth County, NJ",34025,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,29,630380,4.6,5
,"Monmouth County, NJ",34025,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30,630380,4.8,4.9
,"Morris County, NJ",34027,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,487486,3.1 (Unreliable),3.3 (Unreliable)
,"Morris County, NJ",34027,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,488355,2.5 (Unreliable),2.8 (Unreliable)
,"Morris County, NJ",34027,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,489743,3.1 (Unreliable),3.1 (Unreliable)
,"Morris County, NJ",34027,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,489743,2.2 (Unreliable),2.3 (Unreliable)
,"Morris County, NJ",34027,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,492276,2.2 (Unreliable),2.7 (Unreliable)
,"Morris County, NJ",34027,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,492276,4.3,4.4
,"Ocean County, NJ",34029,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,561302,3.7,4.4
,"Ocean County, NJ",34029,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,565356,3.7,4.4
,"Ocean County, NJ",34029,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,30,565356,5.3,6.4
,"Ocean County, NJ",34029,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,569485,3.9,4.7
,"Ocean County, NJ",34029,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,569485,3.9,4.5
,"Ocean County, NJ",34029,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45,576567,7.8,9.2
,"Passaic County, NJ",34031,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,492730,3.5 (Unreliable),3.4 (Unreliable)
,"Passaic County, NJ",34031,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,492730,2.6 (Unreliable),2.6 (Unreliable)
,"Passaic County, NJ",34031,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,492886,3.0 (Unreliable),3.1 (Unreliable)
,"Passaic County, NJ",34031,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,492886,2.6 (Unreliable),2.7 (Unreliable)
,"Passaic County, NJ",34031,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,494904,3.0 (Unreliable),3.0 (Unreliable)
,"Passaic County, NJ",34031,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,494904,3.0 (Unreliable),3.0 (Unreliable)
,"Passaic County, NJ",34031,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,501226,3.0 (Unreliable),3.0 (Unreliable)
,"Passaic County, NJ",34031,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,501226,3.4 (Unreliable),3.4 (Unreliable)
,"Salem County, NJ",34033,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,65831,19.7 (Unreliable),21.8 (Unreliable)
,"Salem County, NJ",34033,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,65864,15.2 (Unreliable),17.2 (Unreliable)
,"Somerset County, NJ",34035,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,314993,3.8 (Unreliable),4.1 (Unreliable)
,"Sussex County, NJ",34037,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,149265,6.7 (Unreliable),8.1 (Unreliable)
,"Union County, NJ",34039,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,525153,2.9 (Unreliable),2.7 (Unreliable)
,"Union County, NJ",34039,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,20,524960,3.8,3.8
,"Union County, NJ",34039,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,13,527528,2.5 (Unreliable),2.5 (Unreliable)
,"Union County, NJ",34039,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,536499,2.6 (Unreliable),2.7 (Unreliable)
,"Union County, NJ",34039,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,536499,3.5 (Unreliable),3.4 (Unreliable)
,"Bernalillo County, NM",35001,2006,2006,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,628632,1.7 (Unreliable),1.7 (Unreliable)
,"Bernalillo County, NM",35001,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,87,628632,13.8,13.6
,"Bernalillo County, NM",35001,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,44,628632,7,6.9
,"Bernalillo County, NM",35001,2006,2006,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,628632,1.6 (Unreliable),1.5 (Unreliable)
,"Bernalillo County, NM",35001,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,88,638978,13.8,13.6
,"Bernalillo County, NM",35001,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,66,638978,10.3,10.1
,"Bernalillo County, NM",35001,2007,2007,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,638978,2.3 (Unreliable),2.2 (Unreliable)
,"Bernalillo County, NM",35001,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,110,646879,17,16.8
,"Bernalillo County, NM",35001,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,60,646879,9.3,9.2
,"Bernalillo County, NM",35001,2008,2008,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,646879,2.8 (Unreliable),2.8 (Unreliable)
